1	1	0.4715621	0.0468862
1	2	0.6224516	0.0882050
1	3	0.6555753	0.1194193
1	4	0.6600394	0.1558323
1	5	0.6611797	0.1611013
2	1	0.3091087	0.0217039
2	2	0.5875313	0.0787525
2	3	0.6969575	0.0911739
2	4	0.6953789	0.1282817
2	5	0.7198192	0.1405144
3	1	0.2940514	0.0085152
3	2	0.5746618	0.0261013
3	3	0.7335371	0.0481981
3	4	0.7777920	0.0676439
3	5	0.7933740	0.0738510
