1	1	0.7372074	0.0508214	45846.88	0.0065775
1	2	0.7756023	0.0402109	58369.59	0.0024156
1	3	0.8262184	0.0231348	71403.71	0.0007229
1	4	0.8115433	0.0328510	72171.49	0.0037101
2	1	0.7479755	0.0847550	51481.91	0.0038200
2	2	0.8036720	0.0540679	63883.52	0.0028378
2	3	0.8602263	0.0282525	79179.24	0.0005597
2	4	0.8466054	0.0270648	83006.08	0.0032441
3	1	0.7995273	0.0677671	65412.77	0.0000000
3	2	0.8837835	0.0275982	89229.11	0.0007323
3	3	0.9136035	0.0214954	123328.70	0.0011386
3	4	0.9128029	0.0302906	139143.20	0.0005242
