1	1	0.6518221	0.0703279	39492.87	0.0158546
1	2	0.7128519	0.0506653	47033.33	0.0135674
1	3	0.6728426	0.0532152	53354.27	0.0159188
1	4	0.6979789	0.0502813	55573.67	0.0126298
1	5	0.6406246	0.0533750	57158.97	0.0071223
2	1	0.5049482	0.1680073	37361.30	0.0036583
2	2	0.7758288	0.0632821	52847.48	0.0045578
2	3	0.7565088	0.0424795	59169.55	0.0064744
2	4	0.7646708	0.0457581	66603.93	0.0072222
2	5	0.7379479	0.0453672	74786.66	0.0072235
3	1	0.6370896	0.1296960	49129.95	0.0006441
3	2	0.8215861	0.0594412	72635.45	0.0015734
3	3	0.8437108	0.0610426	92698.45	0.0031275
3	4	0.8496865	0.0385065	108479.00	0.0016542
3	5	0.7814965	0.0486432	126150.70	0.0030067
