1	0.7387659	0.1986653	0.0625687
1	0.3532960	0.5093416	0.1373624
1	0.1606232	0.2292813	0.6100954
2	0.6614087	0.2458684	0.0927229
2	0.3236763	0.4907512	0.1855725
2	0.1257236	0.2074927	0.6667837
3	0.6349734	0.2439538	0.1210728
3	0.2953204	0.4483297	0.2563498
3	0.1134509	0.1846614	0.7018877
4	0.6761038	0.1942479	0.1296483
4	0.2919614	0.4171612	0.2908774
4	0.1108583	0.1862879	0.7028537
