1	1	0.6203562	0.0811195
1	2	0.6990792	0.1144404
1	3	0.7155505	0.1392198
1	4	0.7190362	0.1576019
1	5	0.7012099	0.1752683
2	1	0.4744228	0.0522717
2	2	0.6834675	0.1051250
2	3	0.7096657	0.1389863
2	4	0.7069777	0.1590488
2	5	0.7015010	0.1722749
3	1	0.3813017	0.0122676
3	2	0.6270298	0.0465605
3	3	0.7262523	0.0748514
3	4	0.7490395	0.0979199
3	5	0.7658522	0.1086954
