1	1	0.639111	0.6086298
1	2	1.085450	0.4274727
1	3	1.456600	0.3100953
1	4	1.624630	0.3019925
1	5	1.640600	0.1702114
2	1	0.190255	0.8705215
2	2	0.589733	0.6532524
2	3	1.015430	0.4643349
2	4	1.292740	0.3621807
2	5	1.345090	0.1874642
3	1	0.017869	0.9853162
3	2	0.138266	0.9039569
3	3	0.343506	0.7987061
3	4	0.565981	0.6871985
3	5	0.883701	0.3240669
